node_id,x_coord,y_coord,zone_id,EXTERNAL,PNR_2015,PNR_2019,PNR_2024,PNR_2030,PNR_2040,PNR_2050,PNR_2030UF,PNR_2040UF,PNR_2050UF,GEOMETRYSO,GEOMETRY_1,wkt_geom
1,420112.62758,4649422.02935,1,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420112.6 4649422)
2,421423.81005,4648646.33099,2,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421423.8 4648646)
3,422355.41533,4649543.99472,3,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422355.4 4649544)
4,419600.99329,4648144.08467,4,0,0,0,0,0,0,0,0,0,0,1,1,POINT (419601 4648144)
5,420521.54826,4648139.30934,5,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420521.5 4648139)
6,419528.89491,4646906.4441,6,0,0,0,0,0,0,0,0,0,0,1,1,POINT (419528.9 4646906)
7,420505.38138,4646903.60369,7,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420505.4 4646904)
8,421358.51059,4646876.04547,8,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421358.5 4646876)
9,422149.9549,4647115.02396,9,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422150 4647115)
10,419612.10924,4645712.81656,10,0,0,0,0,0,0,0,0,0,0,1,1,POINT (419612.1 4645713)
11,420541.61534,4645675.06989,11,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420541.6 4645675)
12,421338.47901,4645826.76265,12,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421338.5 4645827)
13,422270.54942,4646147.52132,13,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422270.5 4646148)
14,419725.12812,4644300.30155,14,0,0,0,0,0,0,0,0,0,0,1,1,POINT (419725.1 4644300)
15,420541.60599,4644262.43073,15,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420541.6 4644262)
16,421457.61332,4644330.25401,16,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421457.6 4644330)
17,423618.04952,4649562.97202,17,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423618 4649563)
18,424975.06722,4649555.64132,18,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424975.1 4649556)
19,426591.17481,4649543.00652,19,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426591.2 4649543)
20,428215.18878,4649528.68474,20,0,0,0,0,0,0,0,0,0,0,1,1,POINT (428215.2 4649529)
21,429926.20211,4649517.99895,21,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429926.2 4649518)
22,423084.8773,4648322.64069,22,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423084.9 4648323)
23,424984.04639,4648275.43551,23,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424984 4648275)
24,426599.89911,4648270.7996,24,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426599.9 4648271)
25,428217.63747,4648265.38497,25,0,0,0,0,0,0,0,0,0,0,1,1,POINT (428217.6 4648265)
26,429429.9574,4648261.62102,26,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429430 4648262)
27,430465.6442,4648136.9146,27,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430465.6 4648137)
28,423563.88629,4646753.38161,28,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423563.9 4646753)
29,424986.27813,4646650.1482,29,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424986.3 4646650)
30,426602.3964,4646652.89005,30,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426602.4 4646653)
31,428218.08828,4646650.75166,31,0,0,0,0,0,0,0,0,0,0,1,1,POINT (428218.1 4646651)
32,429830.83689,4646648.84739,32,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429830.8 4646649)
33,431129.0837,4646656.10567,33,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431129.1 4646656)
34,422717.10914,4645137.85188,34,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422717.1 4645138)
35,423771.09512,4645051.50582,35,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423771.1 4645052)
36,424992.86788,4645038.2794,36,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424992.9 4645038)
37,426607.43467,4645041.62207,37,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426607.4 4645042)
38,428216.33122,4645035.37144,38,0,0,0,0,0,0,0,0,0,0,1,1,POINT (428216.3 4645035)
39,429789.76021,4645055.55554,39,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429789.8 4645056)
40,430805.31031,4645018.53115,40,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430805.3 4645019)
41,423149.90564,4643817.56442,41,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423149.9 4643818)
42,423448.9006,4642863.57379,42,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423448.9 4642864)
43,424911.61393,4642811.43462,43,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424911.6 4642811)
44,426613.65536,4643026.23715,44,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426613.7 4643026)
45,428215.8004,4643019.95926,45,0,0,0,0,0,0,0,0,0,0,1,1,POINT (428215.8 4643020)
46,429665.38096,4643184.75607,46,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429665.4 4643185)
47,425804.08561,4641296.00752,47,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425804.1 4641296)
48,426950.22591,4641342.18313,48,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426950.2 4641342)
49,428269.72788,4641408.67953,49,0,0,0,0,0,0,0,0,0,0,1,1,POINT (428269.7 4641409)
50,412537.71519,4641899.83339,50,0,0,0,0,0,0,0,0,0,0,1,1,POINT (412537.7 4641900)
51,413135.45438,4641861.17039,51,0,0,0,0,0,0,0,0,0,0,1,1,POINT (413135.5 4641861)
52,413486.21011,4641959.59991,52,0,0,0,0,0,0,0,0,0,0,1,1,POINT (413486.2 4641960)
53,413639.64775,4641524.78593,53,0,0,0,0,0,0,0,0,0,0,1,1,POINT (413639.6 4641525)
54,412496.70893,4641068.25512,54,0,0,0,0,0,0,0,0,0,0,1,1,POINT (412496.7 4641068)
55,413090.54563,4641020.47565,55,0,0,0,0,0,0,0,0,0,0,1,1,POINT (413090.5 4641020)
56,413458.07951,4641039.92167,56,0,0,0,0,0,0,0,0,0,0,1,1,POINT (413458.1 4641040)
57,413884.80224,4641140.10438,57,0,0,0,0,0,0,0,0,0,0,1,1,POINT (413884.8 4641140)
58,420146.59065,4643070.75887,58,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420146.6 4643071)
59,421778.39947,4642996.12153,59,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421778.4 4642996)
60,420155.94178,4642271.0286,60,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420155.9 4642271)
61,420182.46742,4641468.43902,61,0,0,0,0,0,0,0,0,0,0,1,1,POINT (420182.5 4641468)
62,421716.78878,4641870.61706,62,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421716.8 4641871)
63,423260.30208,4642049.577,63,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423260.3 4642050)
64,423253.73448,4641212.22296,64,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423253.7 4641212)
65,419968.34175,4640372.69148,65,0,0,0,0,0,0,0,0,0,0,1,1,POINT (419968.3 4640373)
66,421276.05029,4640256.27636,66,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421276.1 4640256)
67,422070.49747,4640254.37651,67,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422070.5 4640254)
68,422999.22758,4640093.11801,68,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422999.2 4640093)
69,424036.70463,4640112.6191,69,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424036.7 4640113)
70,421405.86184,4638650.03743,70,0,0,0,0,0,0,0,0,0,0,1,1,POINT (421405.9 4638650)
71,422120.38095,4638650.47803,71,0,0,0,0,0,0,0,0,0,0,1,1,POINT (422120.4 4638650)
72,423010.18524,4638636.10505,72,0,0,0,0,0,0,0,0,0,0,1,1,POINT (423010.2 4638636)
73,424012.43007,4638634.41211,73,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424012.4 4638634)
74,425022.14739,4640222.38366,74,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425022.1 4640222)
75,425478.11287,4638274.27277,75,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425478.1 4638274)
76,426774.67588,4638381.98381,76,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426774.7 4638382)
77,425363.77857,4637527.33025,77,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425363.8 4637527)
78,426016.5455,4637440.0142,78,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426016.5 4637440)
79,426979.2869,4637433.16149,79,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426979.3 4637433)
80,425618.98648,4636353.2523,80,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425619 4636353)
81,426015.45403,4636634.75957,81,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426015.5 4636635)
82,426857.75302,4636641.76359,82,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426857.8 4636642)
83,425526.29581,4635133.1044,83,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425526.3 4635133)
84,426011.55189,4635647.27849,84,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426011.6 4635647)
85,426642.8519,4635835.5814,85,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426642.9 4635836)
86,425547.97864,4634207.28485,86,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425548 4634207)
87,425890.85739,4634392.19129,87,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425890.9 4634392)
88,425031.6998,4633386.96354,88,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425031.7 4633387)
89,425619.26344,4633393.18846,89,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425619.3 4633393)
90,426370.237,4633240.50703,90,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426370.2 4633241)
91,424362.49987,4631984.74481,91,0,0,0,0,0,0,0,0,0,0,1,1,POINT (424362.5 4631985)
92,425131.23704,4632092.06352,92,0,0,0,0,0,0,0,0,0,0,1,1,POINT (425131.2 4632092)
93,426234.87915,4632301.05521,93,0,0,0,0,0,0,0,0,0,0,1,1,POINT (426234.9 4632301)
94,416730.02741,4635252.226,94,0,0,0,0,0,0,0,0,0,0,1,1,POINT (416730 4635252)
95,417361.36084,4635210.31837,95,0,0,0,0,0,0,0,0,0,0,1,1,POINT (417361.4 4635210)
96,418099.91673,4635260.37166,96,0,0,0,0,0,0,0,0,0,0,1,1,POINT (418099.9 4635260)
97,416776.50082,4634450.60024,97,0,0,0,0,0,0,0,0,0,0,1,1,POINT (416776.5 4634451)
98,417362.49152,4634619.02734,98,0,0,0,0,0,0,0,0,0,0,1,1,POINT (417362.5 4634619)
99,418157.75677,4634575.29699,99,0,0,0,0,0,0,0,0,0,0,1,1,POINT (418157.8 4634575)
100,417315.42036,4634014.82963,100,0,0,0,0,0,0,0,0,0,0,1,1,POINT (417315.4 4634015)
101,418114.74675,4634001.57476,101,0,0,0,0,0,0,0,0,0,0,1,1,POINT (418114.7 4634002)
102,418862.76623,4634215.40496,102,0,0,0,0,0,0,0,0,0,0,1,1,POINT (418862.8 4634215)
103,433924.09615,4643813.45472,103,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433924.1 4643813)
104,432113.71558,4641702.71686,104,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432113.7 4641703)
105,432765.64035,4642500.53911,105,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432765.6 4642501)
106,433481.46459,4642837.77684,106,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433481.5 4642838)
107,433310.99133,4641838.82283,107,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433311 4641839)
108,433885.03423,4642092.50714,108,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433885 4642093)
109,434172.02478,4641663.18128,109,0,0,0,0,0,0,0,0,0,0,1,1,POINT (434172 4641663)
110,431859.15422,4641290.68899,110,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431859.2 4641291)
111,432267.82301,4641287.71208,111,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432267.8 4641288)
112,432702.55044,4641274.86803,112,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432702.6 4641275)
113,433286.703,4641261.39035,113,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433286.7 4641261)
114,433745.80385,4641233.8418,114,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433745.8 4641234)
115,434001.67923,4641080.77745,115,0,0,0,0,0,0,0,0,0,0,1,1,POINT (434001.7 4641081)
116,431786.45965,4640609.39067,116,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431786.5 4640609)
117,432249.91423,4640614.70818,117,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432249.9 4640615)
118,432680.15382,4640610.85186,118,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432680.2 4640611)
119,433259.93319,4640804.93326,119,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433259.9 4640805)
120,433204.12045,4640360.239,120,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433204.1 4640360)
121,433867.05663,4640473.25024,121,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433867.1 4640473)
122,432225.6627,4639763.85802,122,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432225.7 4639764)
123,432643.40015,4639796.1375,123,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432643.4 4639796)
124,433179.08003,4639790.56242,124,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433179.1 4639791)
125,429799.74941,4632933.14226,125,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429799.7 4632933)
126,430136.45037,4633108.97424,126,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430136.5 4633109)
127,430733.41113,4633262.18371,127,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430733.4 4633262)
128,431261.28813,4633283.21529,128,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431261.3 4633283)
129,431942.82155,4633326.5764,129,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431942.8 4633327)
130,432707.06055,4633326.47302,130,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432707.1 4633326)
131,429483.88283,4632568.24801,131,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429483.9 4632568)
132,430152.28562,4632806.6648,132,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430152.3 4632807)
133,430654.14849,4632784.08686,133,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430654.1 4632784)
134,431120.94442,4632770.1078,134,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431120.9 4632770)
135,431475.71618,4632651.63882,135,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431475.7 4632652)
136,432076.14264,4632726.12527,136,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432076.1 4632726)
137,430139.32951,4632453.97045,137,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430139.3 4632454)
138,430640.43476,4632425.81542,138,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430640.4 4632426)
139,431107.61913,4632302.58319,139,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431107.6 4632303)
140,431491.17348,4632209.47044,140,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431491.2 4632209)
141,429502.62476,4631847.12662,141,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429502.6 4631847)
142,430132.13166,4632102.71567,142,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430132.1 4632103)
143,430634.08247,4632082.25107,143,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430634.1 4632082)
144,430119.17554,4631773.05442,144,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430119.2 4631773)
145,430624.17985,4631735.14088,145,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430624.2 4631735)
146,431088.60184,4631605.95711,146,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431088.6 4631606)
147,431433.19246,4631581.08526,147,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431433.2 4631581)
148,432179.63283,4632429.28811,148,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432179.6 4632429)
149,431721.01262,4631798.09963,149,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431721 4631798)
150,432031.65957,4631885.00788,150,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432031.7 4631885)
151,432683.24764,4632349.50933,151,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432683.2 4632350)
152,432981.93393,4632042.92063,152,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432981.9 4632043)
153,433415.56661,4632231.3236,153,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433415.6 4632231)
154,431730.24021,4631433.59105,154,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431730.2 4631434)
155,432145.27522,4631398.92567,155,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432145.3 4631399)
156,432559.4984,4631797.11668,156,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432559.5 4631797)
157,432951.40432,4631388.29454,157,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432951.4 4631388)
158,433541.1615,4631489.43703,158,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433541.2 4631489)
159,429276.13723,4631006.97068,159,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429276.1 4631007)
160,429698.98338,4631020.68319,160,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429699 4631021)
161,430111.9777,4631303.755,161,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430112 4631304)
162,430610.004,4631272.51333,162,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430610 4631273)
163,430086.92937,4630795.21067,163,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430086.9 4630795)
164,430559.03017,4630791.73457,164,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430559 4630792)
165,431186.61523,4631139.68356,165,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431186.6 4631140)
166,431105.98074,4630795.18716,166,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431106 4630795)
167,431686.51649,4630853.68364,167,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431686.5 4630854)
168,432201.35474,4630895.89021,168,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432201.4 4630896)
169,432591.12985,4630883.30148,169,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432591.1 4630883)
170,432908.43264,4630845.35703,170,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432908.4 4630845)
171,433447.72753,4630846.83764,171,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433447.7 4630847)
172,429440.4292,4630127.75753,172,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429440.4 4630128)
173,430067.05444,4630108.84187,173,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430067.1 4630109)
174,430551.95093,4630113.45568,174,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430552 4630113)
175,431095.05495,4630358.04667,175,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431095.1 4630358)
176,431056.22262,4629966.27121,176,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431056.2 4629966)
177,431695.58616,4630213.7523,177,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431695.6 4630214)
178,430528.68519,4629455.15742,178,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430528.7 4629455)
179,431093.86744,4629559.50166,179,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431093.9 4629560)
180,431762.67501,4629572.98907,180,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431762.7 4629573)
181,432402.36208,4629944.75064,181,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432402.4 4629945)
182,432974.48748,4629891.92529,182,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432974.5 4629892)
183,430517.56061,4629051.20819,183,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430517.6 4629051)
184,430105.54337,4628602.7096,184,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430105.5 4628603)
185,430100.17359,4628080.911,185,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430100.2 4628081)
186,430612.06996,4628370.56758,186,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430612.1 4628371)
187,431057.38214,4628986.54003,187,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431057.4 4628987)
188,431533.59481,4629065.82857,188,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431533.6 4629066)
189,431973.74261,4629082.14227,189,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431973.7 4629082)
190,432425.69035,4629090.14329,190,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432425.7 4629090)
191,431551.29735,4628657.95373,191,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431551.3 4628658)
192,431963.722,4628665.65384,192,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431963.7 4628666)
193,432488.57337,4628702.95713,193,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432488.6 4628703)
194,430939.03467,4628239.85995,194,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430939 4628240)
195,431418.66124,4628194.8304,195,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431418.7 4628195)
196,431839.47271,4628128.8268100005,196,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431839.5 4628129)
197,432253.93047,4627895.46085,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432253.9 4627895)
198,432477.16854,4628142.35183,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432477.2 4628142)
199,433000.85462,4628316.93325,198,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433000.9 4628317)
200,433651.30316,4628941.04968,199,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433651.3 4628941)
201,430228.0061,4627578.86395,200,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430228 4627579)
202,430916.38571,4627481.33344,201,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430916.4 4627481)
203,431356.46608,4627593.69649,202,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431356.5 4627594)
204,431753.49214,4627612.68973,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431753.5 4627613)
205,431604.27506,4627468.13924,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431604.3 4627468)
206,432138.31193,4627565.02903,204,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432138.3 4627565)
207,432544.7708,4627550.98116,205,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432544.8 4627551)
208,433150.34059,4627627.4274,206,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433150.3 4627627)
209,433900.44599,4627857.728,207,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433900.4 4627858)
210,429933.41923,4626933.50025,208,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429933.4 4626934)
211,430464.43544,4626922.51461,209,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430464.4 4626923)
212,430894.3837,4626834.15033,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430894.4 4626834)
213,431410.27572,4627181.03803,211,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431410.3 4627181)
214,431368.55607,4626720.0953,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431368.6 4626720)
215,431858.10809,4626928.89639,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431858.1 4626929)
216,432241.16425,4626907.74953,214,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432241.2 4626908)
217,432780.7781,4627151.59658,215,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432780.8 4627152)
218,433544.78779,4627113.95915,216,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433544.8 4627114)
219,432800.9352,4626740.59374,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432800.9 4626741)
220,432030.73394,4626184.40995,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432030.7 4626184)
221,429969.80932,4626289.19427,219,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429969.8 4626289)
222,429952.03983,4625745.36162,220,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429952 4625745)
223,430503.84677,4625992.76582,221,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430503.8 4625993)
224,430843.09963,4626007.27638,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430843.1 4626007)
225,431275.67352,4626113.09067,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431275.7 4626113)
226,431397.47348,4625675.09168,225,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431397.5 4625675)
227,431789.21649,4625719.14649,226,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431789.2 4625719)
228,432255.28169,4625712.92955,227,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432255.3 4625713)
229,432809.65121,4625926.95449,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432809.7 4625927)
230,433554.2419,4626716.07949,229,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433554.2 4626716)
231,433550.69679,4626106.87772,230,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433550.7 4626107)
232,435069.86574,4626525.14192,231,0,0,0,0,0,0,0,0,0,0,1,1,POINT (435069.9 4626525)
233,429865.57336,4625159.45068,232,0,0,0,0,0,0,0,0,0,0,1,1,POINT (429865.6 4625159)
234,430485.11569,4625153.79493,233,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430485.1 4625154)
235,430881.33786,4625101.00683,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430881.3 4625101)
236,431082.74287,4625269.90031,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431082.7 4625270)
237,431376.88036,4625122.61555,235,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431376.9 4625123)
238,431783.80643,4625108.41282,236,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431783.8 4625108)
239,432187.57308,4625106.78748,237,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432187.6 4625107)
240,432814.55455,4625100.3924900005,238,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432814.6 4625100)
241,433602.53158,4625281.30962,239,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433602.5 4625281)
242,434744.0349,4625276.46075,240,0,0,0,0,0,0,0,0,0,0,1,1,POINT (434744 4625276)
243,430474.4616,4624641.69586,241,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430474.5 4624642)
244,430896.9268,4624423.49057,242,0,0,0,0,0,0,0,0,0,0,1,1,POINT (430896.9 4624423)
245,431341.74265,4624404.59969,243,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431341.7 4624405)
246,431757.07232,4624400.74845,244,0,0,0,0,0,0,0,0,0,0,1,1,POINT (431757.1 4624401)
247,432165.32129,4624391.63956,245,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432165.3 4624392)
248,432751.07464,4624624.40984,246,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432751.1 4624624)
249,432726.44446,4624247.87199,247,0,0,0,0,0,0,0,0,0,0,1,1,POINT (432726.4 4624248)
250,433536.01834,4624678.31538,248,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433536 4624678)
251,433535.07384,4624278.03756,249,0,0,0,0,0,0,0,0,0,0,1,1,POINT (433535.1 4624278)
252,434136.46398,4624676.72741,250,0,0,0,0,0,0,0,0,0,0,1,1,POINT (434136.5 4624677)
253,434123.88658,4624276.33763,251,0,0,0,0,0,0,0,0,0,0,1,1,POINT (434123.9 4624276)
